carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Foundry,default,heat_treatment,electric_resistance_oven_furnace,8-9,commercial,Electric heat treatment furnaces widely available at foundry scale,[REF_CMF] CMF roadmap covers electrification of process heat,medium
Foundry,default,heat_treatment,h2_kiln_furnace_burner,5-8,demonstration,H2 firing of gas HT furnaces; atmosphere/water vapour effects to verify,engineering judgement,low
Foundry,default,heat_treatment,induction_heating,9,commercial,Induction surface hardening for suitable parts,engineering judgement,low
Foundry,default,heat_treatment,waste_heat_recovery_process,,commercial,Recuperators on HT furnace flues,engineering judgement,low
Foundry,default,melting_holding,biocarbon_fuel_substitution,5-7,demonstration,Biocoke substitution in retained cupolas; char strength/reactivity constraints,[REF_BIOCHAR_REV] Biochar-for-coke review including cupola/foundry coke,medium
Foundry,default,melting_holding,biomethane_fuel,8-9,commercial,Drop-in for gas-fired crucible/reverberatory furnaces,engineering judgement,low
Foundry,default,melting_holding,cupola_to_induction,9,commercial,Coke cupola replacement with induction melting; grid connection often the binding constraint,[REF_FP_CUPOLA] Documented commercial conversion; CMF roadmap identifies electrified melting for UK,high
Foundry,default,melting_holding,electric_resistance_oven_furnace,8-9,commercial,Resistance crucible/holding furnaces for non-ferrous,engineering judgement,low
Foundry,default,melting_holding,h2_kiln_furnace_burner,5-8,prospective,H2 firing of gas melting/holding furnaces; no UK foundry demos yet,engineering judgement,low
Foundry,default,melting_holding,induction_heating,9,commercial,"Coreless/channel induction melting and holding for iron, steel and non-ferrous",[REF_CMF] CMF Net Zero roadmap: electrification of melting,high
Foundry,default,mould_making,electric_infrared_drying,,commercial,IR drying of mould coatings/washes,engineering judgement,low
Foundry,default,mould_making,microwave_rf_drying,7-9,demonstration,Dielectric drying of moulds/cores; niche,engineering judgement,low
Foundry,default,pouring_casting,biomethane_fuel,8-9,commercial,Drop-in for gas ladle heaters,engineering judgement,low
Foundry,default,pouring_casting,electric_resistance_oven_furnace,8-9,demonstration,Electric ladle preheating replacing gas torches,engineering judgement,low
Foundry,default,pouring_casting,h2_kiln_furnace_burner,5-8,prospective,H2 ladle preheat burners,engineering judgement,low
Foundry,default,shakeout_sand_reclamation,electric_resistance_oven_furnace,8-9,demonstration,Electric thermal sand reclamation replacing gas-fired units,engineering judgement,low
Foundry,default,shakeout_sand_reclamation,waste_heat_recovery_process,,prospective,Casting/sand sensible heat recovery,engineering judgement,low
Foundry,default,site_services,compressed_air_optimisation,,commercial,Central compressors,engineering judgement,low
Foundry,default,site_services,controls_vsds,,commercial,Site motor systems,engineering judgement,low
Foundry,default,site_services,heat_pump_below_100,9,commercial,Space heating/DHW,engineering judgement,low
Foundry,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,low
Industrial Minerals NEC,default,kiln_calcination,biomethane_fuel,8-9,commercial,Drop-in for gas-fired lime kilns; volume/cost constraints,engineering judgement,medium
Industrial Minerals NEC,default,kiln_calcination,calcium_looping_ccs,5-7,prospective,"Sorbent is the product feedstock; strong conceptual fit, no lime-sector demo identified",engineering judgement,low
Industrial Minerals NEC,default,kiln_calcination,direct_separation_leilac,6,prospective,Direct separation calciner developer targets lime as well as cement; no lime deployment yet,engineering judgement,medium
Industrial Minerals NEC,default,kiln_calcination,electric_kiln_calcination,6,prospective,Electric calcination of limestone at ~900-1200C plausible but undemonstrated at scale; process CO2 remains,engineering judgement,low
Industrial Minerals NEC,default,kiln_calcination,h2_kiln_furnace_burner,5-8,demonstration,World-first net-zero H2/biomass lime kiln trial at Tarmac Tunstead; BEIS Phase 3 report on H2 for high-calcium lime,[R_TARMAC_H2LIME] Tarmac Tunstead trial; BEIS lime H2 report (R_BEIS_LIME),high
Industrial Minerals NEC,default,kiln_calcination,lime_oxyfuel_flash_calcination,,demonstration,"Origen oxyfuel flash calcination with inherent capture; demo kiln commissioning, ZerCaL250 proposed (Humber)",[R_ORIGEN] Origen kiln commissioning news,medium
Industrial Minerals NEC,default,kiln_calcination,post_combustion_amine_ccs,9-11,demonstration,Peak Cluster developing capture and CO2 pipeline for Derbyshire/Staffordshire cement and lime plants,[R_PEAK] Peak Cluster project pages; DCO process underway,high
Industrial Minerals NEC,default,kiln_calcination,waste_derived_fuels,,prospective,Product purity limits fuel-contact options for high-calcium lime; kiln-type dependent,engineering judgement,low
Industrial Minerals NEC,default,lime_grinding_milling,controls_vsds,,commercial,Electricity-only milling; drives optimisation,engineering judgement,medium
Industrial Minerals NEC,default,packing_dispatch,compressed_air_optimisation,,commercial,Bagging lines compressed air; otherwise electricity-only,engineering judgement,low
Industrial Minerals NEC,default,quarrying_crushing_screening,battery_electric_nrmm,,demonstration,Electric loaders/excavators for quarry duties,engineering judgement,medium
Industrial Minerals NEC,default,quarrying_crushing_screening,controls_vsds,,commercial,Electric crushing/screening drives optimisation,engineering judgement,medium
Industrial Minerals NEC,default,quarrying_crushing_screening,hvo_bio_oils_dropin,9,commercial,Quarry mobile fleet diesel substitution (no separate mobile process listed),engineering judgement,high
Industrial Minerals NEC,default,site_services,heat_pump_below_100,9,commercial,Space heating/hot water,engineering judgement,medium
Industrial Minerals NEC,default,site_services,onsite_solar_pv,,commercial,Quarry land PV,engineering judgement,medium
Industrial NEC,default,machine_drive,compressed_air_optimisation,,commercial,"Leaks, pressure, VSD compressors",[REF_CT_MANUF] Carbon Trust manufacturing guide,high
Industrial NEC,default,machine_drive,controls_vsds,,commercial,VSDs and motor management,[REF_CT_MANUF] Carbon Trust manufacturing guide,high
Industrial NEC,default,other_process,controls_vsds,,commercial,Controls/drives on miscellaneous plant,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Industrial NEC,default,other_process,waste_heat_recovery_process,,commercial,Opportunistic heat recovery,engineering judgement,low
Industrial NEC,default,process_cooling,controls_vsds,,commercial,Chiller optimisation,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Industrial NEC,default,process_cooling,heat_recovery_heat_pump,8-9,commercial,Reject heat to heating duties,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Industrial NEC,default,process_heating,biomethane_fuel,8-9,commercial,Drop-in for gas plant,engineering judgement,low
Industrial NEC,default,process_heating,electric_resistance_oven_furnace,8-9,commercial,Electric ovens/furnaces for generic duties,[REF_DESNZ_ELEC] Resistance heating TRL 9,high
Industrial NEC,default,process_heating,h2_kiln_furnace_burner,5-8,prospective,Depends on H2 availability,engineering judgement,low
Industrial NEC,default,process_heating,htp_heat_pump_100_150,8-9,demonstration,Low-temp process heat/drying,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
Industrial NEC,default,process_heating,induction_heating,9,commercial,Conductive metal loads only,[REF_DESNZ_ELEC] DESNZ/ERM electrification report,medium
Industrial NEC,default,process_heating,waste_heat_recovery_process,,commercial,Exhaust recuperation,[REF_CT_MANUF] Carbon Trust manufacturing guide,medium
Industrial NEC,default,site_services,controls_vsds,,commercial,BMS and ventilation controls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Industrial NEC,default,site_services,led_high_bay_lighting,,commercial,High-bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Industrial NEC,default,site_services,onsite_solar_pv,,commercial,Roof PV subject to structure/connection,engineering judgement,low
Industrial NEC,default,space_heating,air_to_air_hp_warm_air,9,commercial,Replaces gas warm-air heaters,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Industrial NEC,default,space_heating,ashp_space_heating_industrial,9,commercial,Air-to-water ASHP,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Industrial NEC,default,space_heating,building_fabric_upgrade,,commercial,Fabric first before plant replacement,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Industrial NEC,default,space_heating,destratification_radiant_conversion,,commercial,Destrat plus zoned radiant in tall spaces,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Industrial NEC,default,space_heating,electric_radiant_space_heating,,commercial,Zone IR for high-bay areas,[REF_ECA_RADIANT] ETL radiant heating datasheet,medium
Industrial NEC,default,steam_hot_water,biomass_boiler,9,commercial,Fuel logistics and permitting constraints,engineering judgement,low
Industrial NEC,default,steam_hot_water,biomethane_fuel,8-9,commercial,Drop-in via certified grid gas,engineering judgement,low
Industrial NEC,default,steam_hot_water,electrode_boiler,9,commercial,Electric steam/hot water,[REF_DESNZ_ELEC] Electric boilers TRL 9,high
Industrial NEC,default,steam_hot_water,h2_boiler,7-9,prospective,Awaits H2 supply,engineering judgement,low
Industrial NEC,default,steam_hot_water,htp_heat_pump_100_150,8-9,demonstration,LP steam/hot water under ~150C,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
Industrial NEC,default,steam_hot_water,thermal_storage_power_to_heat,7-9,demonstration,Off-peak power-to-heat with storage,engineering judgement,low
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,bf_biochar_injection,6-7,demonstration,Bio-PCI up to ~40-50% substitution in large BFs; biomass supply constraint,[REF_BIOPCI] Bio-PCI techno-economic study,medium
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,bf_h2_injection,5-6,demonstration,Partial PCI replacement; ~20% CO2 ceiling; coke still required,[REF_TKH2] thyssenkrupp BF9 tuyere trials,high
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,h2_dri_eaf,7,demonstration,Route replacement: H2-DRI shaft + EAF instead of BF-BOF at relining decision point,[REF_HYBRIT] HYBRIT pilot and demo programme,high
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,hisarna_smelting_reduction,5-6,prospective,Replacement for BF+sinter+coke ovens at rebuild; pilot-proven only,[REF_HISARNA] GEM HIsarna status summary,medium
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,iron_ore_electrowinning,5-6,speculative,Low-temp electrowinning as long-term ore-based route; pilot scale,[REF_SIDERWIN] CORDIS SIDERWIN results,medium
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,molten_oxide_electrolysis,4-5,speculative,Long-term electrolytic replacement for ore-based ironmaking,[REF_BOSTON] Thunder Said Energy MOE assessment,medium
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,post_combustion_amine_ccs,9-11,demonstration,Amine capture on BF gas/hot stove flue; ~50-60% site capture in IEAGHG schemes,[REF_IEAGHG] IEAGHG integrated steel mill CCS study,high
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,tgr_bf_ccs,5-6,prospective,Piloted at LKAB EBF; needs major rebuild plus CO2 T&S; no industrial demo,[REF_ULCOS] ULCOS TGR-BF final report,medium
Iron and/or Steel Works,bf_bof,bof_steelmaking,post_combustion_amine_ccs,9-11,prospective,Intermittent dilute off-gas makes direct BOF capture harder; usually via central stack schemes,[REF_IEAGHG] IEAGHG steel CCS techno-economics,medium
Iron and/or Steel Works,bf_bof,bof_steelmaking,steel_offgas_ccu_ethanol,7-8,demonstration,Gas fermentation of BOF/BF off-gas to ethanol (Steelanol-type),[REF_STEELANOL] ArcelorMittal Ghent Steelanol flagship,medium
